RMS V	RMS I	PF	Active power	Reactive power	Apparent power	TV	Microwave	Fan
230.2	0.61	0.86	71.89	41.95	83.24	1	0	1
230.11	0.61	0.86	182.94	107.49	212.18	1	0	1
229.99	0.71	0.8	72.81	55.03	91.27	1	1	0
230.01	0.71	0.8	246.84	184.96	308.45	1	1	0
230.11	0.7	0.8	79.93	59.36	99.56	1	1	0
230.22	0.7	0.8	59.94	44.19	74.47	1	1	0
230.38	0.69	0.81	12.83	9.42	15.92	1	1	0
229.82	0.69	0.81	234.94	171.84	291.08	1	1	0
230.31	0.69	0.81	2.77	2.01	3.43	1	1	0
230.08	0.68	0.81	7.27	5.24	8.96	1	1	0
229.95	0.68	0.81	21.35	15.35	26.3	1	1	0
230.06	0.67	0.81	62.58	44.66	76.88	1	1	0
230.51	0.67	0.81	35.13	25.12	43.19	1	1	0
229.84	0.66	0.82	259.52	184.15	318.22	1	1	0
230.32	0.66	0.82	4.24	2.96	5.17	1	1	0
230.05	0.65	0.82	14.06	9.82	17.15	1	1	0
229.87	0.64	0.82	130.14	90.05	158.25	1	1	0
230.42	0.63	0.83	23.08	15.71	27.92	1	1	0
229.84	0.63	0.83	227.64	154.01	274.84	1	1	0
230.25	0.62	0.83	11.04	7.41	13.29	1	1	0
229.83	0.62	0.83	127.96	85.51	153.91	1	1	0
230.4	0.62	0.83	31.75	21.15	38.15	1	1	0
229.84	0.62	0.83	224.28	149.74	269.67	1	1	0
230.24	0.62	0.83	7.87	5.22	9.44	1	1	0
229.96	0.62	0.83	57.7	38.07	69.13	1	1	0
230.09	0.62	0.83	145.01	95.86	173.83	1	1	0
230.22	0.62	0.83	84.22	55.69	100.97	1	1	0
230.2	0.62	0.84	168.43	109.81	201.07	1	1	0
230.05	0.61	0.84	118.91	77.53	141.95	1	1	0
230.45	0.61	0.84	28.01	18.32	33.47	1	1	0
229.82	0.61	0.84	211.2	139.05	252.86	1	1	0
230.27	0.61	0.84	2.8	1.83	3.34	1	1	0
230.01	0.61	0.84	40.99	26.55	48.84	1	1	0
230.01	0.61	0.84	145.59	93.65	173.11	1	1	0
230.25	0.61	0.84	77.02	50.16	91.92	1	1	0
230	0.61	0.84	258.59	168.15	308.45	1	1	0
230.12	0.6	0.84	81.24	52.38	96.66	1	1	0
230.21	0.61	0.84	62.4	40.06	74.15	1	1	0
230.4	0.6	0.84	24.99	16.06	29.7	1	1	0
229.85	0.6	0.84	228.95	147.32	272.26	1	1	0
230.26	0.6	0.84	8.5	5.42	10.08	1	1	0
229.85	0.6	0.84	97.45	62	115.5	1	1	0
230.45	0.6	0.84	12.15	7.81	14.44	1	1	0
230.23	0.6	0.84	5.32	3.4	6.32	1	1	0
230.01	0.6	0.84	47.32	30.16	56.12	1	1	0
230	0.6	0.84	259.53	165.49	307.81	1	1	0
230.13	0.6	0.84	79.19	50.21	93.76	1	1	0
230.19	0.59	0.85	143.01	90.28	169.12	1	1	0
230.12	0.59	0.84	139.74	88.86	165.6	1	1	0
230.43	0.6	0.85	62.92	39.66	74.38	1	1	0
230	0.59	0.84	79.14	50.29	93.76	1	1	0
230.2	0.59	0.85	142.92	90.42	169.12	1	1	0
230.12	0.59	0.84	129.54	82.02	153.32	1	1	0
230.38	0.59	0.85	66.7	41.86	78.75	1	1	0
230.02	0.59	0.85	68.08	42.7	80.36	1	1	0
230.14	0.6	0.85	146.58	90.03	172.02	1	1	0
230.15	0.6	0.85	128.74	79.64	151.38	1	1	0
230.4	0.61	0.85	65.1	39.83	76.32	1	1	0
230	0.6	0.85	70.48	42.95	82.53	1	1	0
230.14	0.61	0.86	147.74	88.81	172.38	1	1	0
230.18	0.61	0.85	118.74	72.46	139.1	1	1	0
230.38	0.61	0.86	70.69	42.8	82.64	1	1	0
230.06	0.61	0.86	61.73	37.11	72.02	1	1	0
230.08	0.61	0.86	148.93	89.65	173.83	1	1	0
230.23	0.61	0.86	65.77	39.21	76.57	1	1	0
230.03	0.61	0.86	182.46	109.17	212.63	1	1	0
230.13	0.61	0.86	75.43	45.25	87.97	1	1	0
230.2	0.61	0.86	147.43	87.21	171.3	1	1	0
230.17	0.61	0.86	68.02	40.64	79.24	1	1	0
230.06	0.61	0.86	183.22	108.77	213.07	1	1	0
230.12	0.61	0.86	85.79	51.23	99.92	1	1	0
230.22	0.61	0.86	146.54	86.59	170.21	1	1	0
230.13	0.61	0.86	86.1	51.13	100.13	1	1	0
230.3	0.61	0.86	166.24	98.18	193.06	1	1	0
230.04	0.61	0.86	151.1	89.99	175.87	1	1	0
230.44	0.61	0.86	9.49	5.54	10.98	1	1	0
230.27	0.61	0.86	5.2	3.05	6.02	1	1	0
230.05	0.61	0.86	33.38	19.73	38.77	1	1	0
229.95	0.61	0.86	260.38	152.98	301.99	1	1	0
230.18	0.61	0.86	58.05	34.08	67.31	1	1	0
230.08	0.61	0.86	149.89	87.32	173.47	1	1	0
230.27	0.61	0.86	45.78	26.72	53	1	1	0
229.99	0.61	0.86	182.61	107.19	211.74	1	1	0
230.13	0.61	0.86	71.76	42.21	83.26	1	1	0
230.15	0.61	0.87	150.08	86.99	173.47	1	1	0
230.21	0.61	0.87	63.54	36.86	73.46	1	1	0
230.02	0.61	0.86	183.12	107.18	212.18	1	1	0
230.13	0.61	0.86	134.58	79.13	156.12	1	1	0
230.4	0.61	0.86	10.55	6.24	12.26	1	1	0
230.15	0.61	0.86	32.7	19.14	37.89	1	1	0
229.94	0.61	0.86	258.4	152.51	300.05	1	1	0
230.17	0.61	0.87	59.81	34.66	69.13	1	1	0
230.08	0.61	0.87	150.81	86.46	173.83	1	1	0
230.19	0.6	0.87	71.25	41.3	82.35	1	1	0
230.07	0.61	0.86	184.26	106.99	213.07	1	1	0
230.12	0.6	0.87	132.26	76.4	152.74	1	1	0
230.41	0.61	0.87	10.77	6.2	12.42	1	1	0
230.13	0.6	0.87	38.16	22.13	44.11	1	1	0
229.96	0.61	0.86	181.04	105.46	209.52	1	1	0
230.16	0.6	0.87	61.19	35.16	70.58	1	1	0
230.08	5.23	0.77	242.79	203.65	316.89	1	1	1
230.09	5.22	0.77	2013.88	1674.25	2618.93	1	1	1
230.16	5.19	0.77	545.37	450.55	707.41	1	1	1
230.3	5.16	0.77	248.83	205.04	322.42	1	1	1
230.13	5.15	0.77	1954.03	1595.48	2522.66	1	1	1
230.2	5.11	0.78	559.15	453.58	719.99	1	1	1
230.26	5.07	0.78	140.78	114.23	181.3	1	1	1
230.15	5.06	0.78	1801.89	1454.17	2315.47	1	1	1
230.22	5.03	0.78	571.34	458.51	732.57	1	1	1
230.26	5.01	0.78	12.09	9.66	15.47	1	1	1
229.89	5	0.78	894.19	711.83	1142.93	1	1	1
230.3	4.98	0.79	376.6	296.7	479.43	1	1	1
230.04	4.95	0.79	692.78	544.23	880.98	1	1	1
230.29	4.92	0.79	201.57	158.02	256.12	1	1	1
230.14	4.91	0.79	1918.37	1493.96	2431.47	1	1	1
230.21	4.89	0.79	707.36	548.03	894.82	1	1	1
230.32	4.86	0.79	166.82	129.21	211	1	1	1
230.15	4.87	0.79	1849.62	1417.17	2330.12	1	1	1
230.2	4.84	0.8	702.46	534.95	882.96	1	1	1
230.29	4.82	0.8	231.06	175.69	290.27	1	1	1
230.13	4.81	0.8	1864.35	1405.85	2335	1	1	1
230.23	4.79	0.8	785.36	589.2	981.81	1	1	1
230.3	4.75	0.8	224.57	168.01	280.46	1	1	1
230.11	4.75	0.8	1872.46	1395.03	2335	1	1	1
230.2	4.72	0.8	769.66	570.18	957.85	1	1	1
230.34	4.7	0.8	265.7	196.79	330.63	1	1	1
230.12	4.71	0.81	1881.11	1383.35	2335	1	1	1
230.18	4.69	0.81	800.6	585.48	991.84	1	1	1
230.36	4.67	0.81	319.9	233.21	395.88	1	1	1
230.09	4.67	0.81	1935.87	1402.96	2390.79	1	1	1
230.13	4.65	0.81	757.39	543.72	932.35	1	1	1
230.38	4.63	0.81	335.83	241.57	413.69	1	1	1
230.04	4.61	0.81	1918.14	1372.81	2358.78	1	1	1
230.1	4.59	0.81	629.58	448.35	772.91	1	1	1
230.38	4.58	0.81	268.32	191.15	329.44	1	1	1
230.06	4.57	0.82	1667.28	1178.27	2041.6	1	1	1
230.1	4.56	0.82	334.46	234.84	408.67	1	1	1
230.32	4.55	0.82	125.98	88.41	153.91	1	1	1
230.16	4.54	0.82	308.09	215.21	375.82	1	1	1
230.27	4.54	0.82	1455.26	1009.79	1771.29	1	1	1
230.29	4.52	0.82	906.17	625.88	1101.3	1	1	1
230.19	4.51	0.82	211.23	145.49	256.49	1	1	1
230.25	4.5	0.82	1579.82	1084.98	1916.51	1	1	1
230.29	4.48	0.83	952.15	650.88	1153.36	1	1	1
230.25	4.46	0.83	29.27	19.94	35.42	1	1	1
229.91	4.46	0.83	1162.83	792.59	1407.26	1	1	1
230.23	4.45	0.83	4.17	2.82	5.03	1	1	1
230.27	4.44	0.83	282.73	190.09	340.69	1	1	1
230.04	4.43	0.83	946.42	636.46	1140.52	1	1	1
230.32	4.42	0.83	185.43	124.25	223.21	1	1	1
230.17	4.43	0.83	1849.94	1235.33	2224.49	1	1	1
230.22	4.41	0.83	873.92	579.65	1048.68	1	1	1
230.3	4.4	0.83	250.33	165.62	300.16	1	1	1
230.17	4.4	0.83	1825.9	1203.83	2187.04	1	1	1
230.23	4.39	0.84	792.4	521.28	948.48	1	1	1
230.45	4.37	0.84	165.3	108.38	197.66	1	1	1
230.13	4.36	0.84	1570.68	1025.86	1876.01	1	1	1
230.13	4.35	0.84	352.41	228.3	419.9	1	1	1
230.39	4.34	0.84	275.47	178.72	328.36	1	1	1
230.15	4.33	0.84	914.02	592.76	1089.4	1	1	1
230.37	4.34	0.84	295.75	190.79	351.95	1	1	1
230.12	4.32	0.84	929.1	596.95	1104.34	1	1	1
230.36	4.32	0.84	202.7	129.94	240.77	1	1	1
230.16	4.32	0.84	1787.82	1138.72	2119.66	1	1	1
230.23	4.31	0.84	976.59	621.39	1157.53	1	1	1
230.27	4.31	0.84	213.6	135.74	253.08	1	1	1
230.16	4.31	0.84	1781.94	1131.26	2110.7	1	1	1
230.18	4.3	0.85	958.69	605.03	1133.65	1	1	1
230.31	4.29	0.85	230.88	145.73	273.03	1	1	1
230.13	4.29	0.85	1788	1121.66	2110.7	1	1	1
230.19	4.27	0.85	901.03	562.14	1062.01	1	1	1
230.3	4.26	0.85	247.44	154.83	291.89	1	1	1
230.13	4.26	0.85	1773.61	1102.42	2088.31	1	1	1
230.15	4.25	0.85	902.72	559.43	1062.01	1	1	1
230.37	4.24	0.85	261.7	162.13	307.85	1	1	1
230.11	4.24	0.85	1746.02	1078.91	2052.47	1	1	1
230.12	4.24	0.85	888.21	548.83	1044.1	1	1	1
230.32	4.23	0.85	237.81	146.61	279.37	1	1	1
230.11	4.24	0.85	1739.84	1071.86	2043.51	1	1	1
230.14	4.23	0.85	842.3	515.23	987.39	1	1	1
230.41	4.22	0.85	66.55	40.53	77.92	1	1	1
230.18	4.22	0.85	94.95	58.13	111.33	1	1	1
229.96	4.23	0.85	1499.38	914.71	1756.37	1	1	1
230.2	4.22	0.85	41.39	25.15	48.43	1	1	1
229.93	4.21	0.85	919.54	559.58	1076.43	1	1	1
230.3	4.21	0.86	240.42	145.51	281.02	1	1	1
230.13	4.21	0.86	1769.27	1066.61	2065.91	1	1	1
230.12	4.2	0.86	973.31	587.69	1136.97	1	1	1
230.34	4.19	0.86	223.72	134.74	261.16	1	1	1
230.11	4.19	0.86	1769.8	1065.73	2065.91	1	1	1
230.13	4.19	0.86	973.1	581.84	1133.79	1	1	1
230.33	4.17	0.86	213.03	127.81	248.43	1	1	1
230.14	4.18	0.86	1714.9	1026.28	1998.53	1	1	1
